age,dfh,edu,employee_id,job_level,income,salary_increase,stock_option,training,years_company,years_promotion,years_manager,job_involvement,performance,num_companiesworked,years_working,satisfaction_environment,satisfaction_job,wlb,attrition,business_travel,department,edu_field,gender,job_role,marital
47,1,3,171,5,135700,16,2,2,5,0,4,2,3,5.0,20.0,1.0,4.0,3.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced
46,4,1,172,1,67120,21,1,3,3,0,1,2,4,6.0,26.0,1.0,3.0,1.0,No,Travel_Rarely,Sales,Technical Degree,Male,Laboratory Technician,Married
35,15,2,173,2,54060,12,1,2,5,4,3,3,3,0.0,6.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single
54,2,4,174,2,89380,11,3,2,1,0,0,3,3,7.0,19.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Human Resources,Single
34,8,2,175,1,24390,11,2,2,7,5,7,4,3,3.0,14.0,4.0,3.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Laboratory Technician,Divorced
46,2,3,176,1,88370,18,0,3,3,1,2,2,3,2.0,15.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married
31,7,3,177,2,53430,14,1,3,13,0,8,3,3,1.0,13.0,3.0,2.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced
33,10,3,178,4,67280,22,0,2,7,7,7,2,4,7.0,15.0,2.0,3.0,4.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married
33,5,4,179,2,66520,25,0,5,4,1,3,3,4,7.0,8.0,1.0,4.0,3.0,Yes,Travel_Rarely,Sales,Marketing,Male,Research Director,Divorced
30,2,3,180,1,48500,12,1,4,3,1,2,3,3,0.0,4.0,4.0,2.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single
35,12,2,181,2,28090,23,1,2,8,0,0,1,4,4.0,10.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Representative,Married
31,22,2,182,2,56890,15,2,2,1,0,0,2,3,3.0,12.0,1.0,3.0,3.0,Yes,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Married
34,17,1,183,1,20010,22,1,5,3,0,2,4,4,9.0,11.0,2.0,1.0,3.0,Yes,Travel_Frequently,Sales,Marketing,Male,Research Director,Divorced
42,2,4,184,1,29770,15,3,3,2,2,0,2,3,4.0,8.0,2.0,3.0,3.0,No,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married
36,3,4,185,1,40250,11,0,3,10,9,7,3,3,1.0,10.0,2.0,4.0,2.0,No,Non-Travel,Research & Development,Medical,Male,Research Scientist,Single
22,7,3,186,2,37850,13,2,2,2,1,2,3,3,5.0,4.0,3.0,3.0,3.0,Yes,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single
48,6,3,187,1,108540,14,1,6,9,6,7,3,3,2.0,14.0,2.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married
55,1,3,188,1,120310,11,0,5,10,7,7,3,3,3.0,37.0,1.0,2.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Single
41,3,2,189,2,99360,17,1,2,14,1,10,2,3,7.0,16.0,4.0,4.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Female,Research Scientist,Single
35,22,3,190,1,29660,18,0,2,11,6,9,2,3,9.0,15.0,2.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Representative,Married
40,15,3,191,2,25710,14,0,1,20,5,13,3,3,7.0,22.0,2.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single
39,12,1,192,1,99910,16,1,3,8,0,7,3,3,1.0,8.0,3.0,3.0,3.0,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married
31,1,4,193,3,61420,13,2,2,6,0,5,2,3,4.0,10.0,2.0,4.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single
42,5,3,194,3,53900,14,0,3,10,5,8,3,3,1.0,10.0,4.0,1.0,2.0,No,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married
45,2,1,195,4,44040,23,0,2,8,3,7,3,4,0.0,9.0,4.0,2.0,4.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married
29,5,3,197,1,51300,11,0,3,3,1,2,2,3,4.0,8.0,4.0,4.0,4.0,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced
33,16,3,198,1,20900,16,0,2,6,0,5,3,3,4.0,10.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced
31,2,4,199,1,29090,14,2,2,5,0,1,3,3,9.0,10.0,3.0,4.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Divorced
18,2,3,200,1,34680,18,2,4,0,0,0,4,3,1.0,0.0,2.0,2.0,3.0,Yes,Travel_Frequently,Research & Development,Technical Degree,Male,Sales Executive,Single
40,1,4,201,2,30680,19,0,3,1,0,1,2,3,3.0,20.0,3.0,1.0,3.0,No,Non-Travel,Research & Development,Technical Degree,Female,Laboratory Technician,Divorced
41,23,3,202,2,26700,15,2,2,8,0,7,2,3,2.0,10.0,1.0,3.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Single
26,9,4,203,3,26930,17,3,3,0,0,0,2,3,5.0,8.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced
35,16,4,204,2,95260,15,0,2,5,0,3,2,3,1.0,5.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Human Resources,Single
34,26,3,205,1,52370,19,1,3,10,5,7,2,3,1.0,10.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single
26,1,3,206,2,24260,22,0,3,1,0,0,1,4,1.0,1.0,3.0,4.0,1.0,Yes,Travel_Rarely,Sales,Marketing,Female,Manufacturing Director,Single
37,8,1,207,1,41930,16,1,5,6,1,2,3,3,4.0,12.0,2.0,4.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single
46,4,1,208,5,29110,13,0,3,2,1,2,3,3,5.0,28.0,1.0,3.0,2.0,No,Travel_Frequently,Research & Development,Medical,Male,Human Resources,Married
41,24,1,209,1,26610,14,1,2,18,11,8,3,3,7.0,22.0,2.0,1.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married
37,7,2,210,1,20280,16,1,3,9,7,7,3,3,1.0,9.0,1.0,2.0,3.0,No,Non-Travel,Research & Development,Medical,Male,Sales Executive,Divorced
32,7,2,212,2,32980,22,0,4,4,1,2,2,4,8.0,6.0,4.0,3.0,3.0,Yes,Non-Travel,Research & Development,Life Sciences,Female,Research Director,Married
24,22,3,213,1,29350,14,2,5,2,2,1,2,3,0.0,3.0,4.0,4.0,3.0,No,Travel_Frequently,Sales,Life Sciences,Female,Healthcare Representative,Married
38,5,3,214,1,154270,16,1,2,1,0,0,3,3,3.0,18.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married
37,1,4,215,5,39440,11,2,3,6,4,3,3,3,6.0,8.0,2.0,2.0,2.0,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married
49,21,1,216,1,40110,18,2,2,31,0,9,1,3,1.0,31.0,4.0,3.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced
24,1,3,217,1,34070,15,2,2,6,1,4,2,3,1.0,6.0,2.0,4.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married
26,19,4,218,4,119940,14,1,6,5,1,4,3,3,1.0,6.0,1.0,2.0,4.0,No,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Executive,Married
24,7,3,219,1,12320,12,0,4,1,0,0,1,3,1.0,1.0,4.0,2.0,3.0,No,Travel_Rarely,Sales,Medical,Female,Laboratory Technician,Married
50,2,2,220,1,29600,14,3,2,32,10,7,3,3,1.0,32.0,1.0,2.0,3.0,No,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married
25,2,3,221,1,190940,16,0,3,7,0,6,2,3,1.0,7.0,2.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married
24,2,3,222,2,39190,21,0,3,6,1,2,3,4,1.0,6.0,1.0,3.0,3.0,Yes,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married
30,9,3,223,2,68250,14,0,2,1,0,0,3,3,1.0,1.0,2.0,1.0,4.0,Yes,Travel_Frequently,Research & Development,Other,Male,Healthcare Representative,Married
34,6,2,224,4,102480,12,1,4,6,1,3,3,3,1.0,6.0,2.0,4.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Research Director,Married
31,9,1,225,1,189470,12,2,2,3,1,2,2,3,2.0,9.0,2.0,1.0,1.0,Yes,Travel_Rarely,Research & Development,Medical,Female,Sales Representative,Divorced
35,2,3,226,5,24960,17,3,3,3,0,2,3,3,4.0,9.0,1.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Single
31,1,3,227,2,64650,17,0,3,7,5,7,3,3,4.0,13.0,1.0,4.0,4.0,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced
27,22,4,228,1,22060,14,1,4,5,0,3,3,3,0.0,6.0,1.0,3.0,2.0,No,Travel_Rarely,Sales,Medical,Male,Sales Representative,Divorced
37,9,4,229,2,20860,14,0,3,3,1,0,3,3,4.0,17.0,4.0,3.0,2.0,No,Travel_Rarely,Sales,Marketing,Female,Laboratory Technician,Married
20,17,4,230,1,22930,13,2,3,1,0,0,1,3,1.0,1.0,4.0,2.0,4.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Representative,Single
42,28,4,231,2,26450,15,0,5,10,2,2,3,3,1.0,10.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married
43,10,5,232,2,26830,11,0,3,1,0,0,3,3,4.0,21.0,2.0,4.0,2.0,No,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Executive,Divorced
38,2,4,233,1,20140,17,1,5,0,0,0,4,3,3.0,8.0,3.0,1.0,2.0,No,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Single
43,4,3,234,2,34190,11,1,5,8,4,7,3,3,3.0,10.0,4.0,3.0,3.0,No,Travel_Frequently,Sales,Medical,Female,Healthcare Representative,Divorced
48,8,1,235,2,53760,13,1,3,3,0,2,4,3,7.0,21.0,4.0,1.0,1.0,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married
44,29,4,236,2,19510,22,3,4,2,0,2,4,4,4.0,10.0,1.0,3.0,4.0,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single
34,13,4,237,1,23410,20,2,3,8,0,6,2,4,1.0,8.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced
27,27,3,238,2,22930,18,0,0,4,0,2,3,3,0.0,5.0,3.0,1.0,3.0,Yes,Travel_Rarely,Sales,Life Sciences,Male,Research Scientist,Divorced
21,16,2,239,3,87260,11,1,2,3,1,2,1,3,1.0,3.0,3.0,3.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single
44,2,2,240,1,40110,14,1,2,2,0,1,3,3,4.0,26.0,4.0,4.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
22,2,2,241,2,195450,14,0,3,2,2,2,2,3,0.0,3.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married
33,13,4,242,2,45680,18,1,2,5,1,2,3,3,0.0,6.0,3.0,3.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Manufacturing Director,Divorced
32,1,1,243,1,30220,16,1,3,6,0,5,3,3,1.0,6.0,1.0,4.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married
30,4,5,244,3,57720,17,0,3,1,0,0,3,3,1.0,1.0,3.0,3.0,3.0,No,Travel_Frequently,Research & Development,Technical Degree,Male,Manager,Divorced
53,24,3,245,3,22690,11,1,2,14,8,10,2,3,7.0,18.0,4.0,1.0,4.0,No,Travel_Rarely,Research & Development,Other,Female,Manager,Single
34,1,5,246,1,53810,12,0,0,10,8,8,3,3,1.0,10.0,2.0,4.0,2.0,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married
45,19,4,247,3,34410,13,1,5,1,0,0,3,3,2.0,5.0,1.0,1.0,3.0,Yes,Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Married
26,7,2,248,1,54540,13,1,5,3,0,2,4,3,1.0,3.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married
37,4,3,249,1,98840,14,0,3,10,7,8,2,3,1.0,10.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Manager,Married
29,2,3,250,1,41570,17,3,2,6,1,2,3,3,1.0,6.0,2.0,3.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married
35,10,5,251,4,134580,11,0,3,17,11,8,3,3,1.0,17.0,2.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single
33,8,3,252,2,90690,25,1,3,13,4,7,3,4,3.0,15.0,3.0,4.0,1.0,No,Travel_Frequently,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced
54,5,2,253,2,40140,19,1,4,9,7,1,2,3,2.0,16.0,3.0,2.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married
36,8,3,254,2,59150,13,1,3,3,0,2,2,3,2.0,13.0,2.0,2.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced
27,9,3,255,5,59930,14,1,3,4,1,1,1,3,0.0,5.0,1.0,4.0,3.0,No,Travel_Rarely,Sales,Marketing,Male,Research Director,Single
20,1,3,256,5,61620,12,3,2,1,1,1,2,3,1.0,1.0,4.0,3.0,3.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Single
33,15,4,257,1,24060,11,0,3,10,9,7,3,3,1.0,10.0,1.0,1.0,3.0,Yes,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single
35,2,1,258,1,187400,19,1,2,1,0,0,4,3,1.0,1.0,3.0,3.0,3.0,No,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married
23,2,3,259,1,76370,11,1,3,3,0,2,3,3,2.0,5.0,1.0,1.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married
25,11,3,260,2,100960,11,1,3,3,1,2,3,3,0.0,4.0,4.0,2.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married
38,16,3,261,5,147560,20,1,3,7,0,5,2,4,0.0,8.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single
29,2,4,262,4,64990,18,3,3,10,2,8,2,3,1.0,10.0,2.0,4.0,3.0,No,Travel_Frequently,Sales,Life Sciences,Male,Healthcare Representative,Divorced
48,16,3,263,1,97240,13,0,2,2,2,2,4,3,3.0,12.0,2.0,2.0,3.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Sales Executive,Married
27,4,3,264,5,21940,12,0,5,6,0,4,3,3,1.0,6.0,4.0,4.0,3.0,No,Travel_Frequently,Sales,Technical Degree,Male,Laboratory Technician,Divorced
37,16,3,265,3,33880,11,0,2,1,0,0,4,3,3.0,4.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Single
50,5,3,266,1,54730,19,1,2,20,3,8,4,3,1.0,20.0,4.0,3.0,3.0,No,Travel_Rarely,Sales,Medical,Male,Laboratory Technician,Married
34,18,1,267,1,27030,21,1,2,8,7,7,3,4,1.0,9.0,4.0,2.0,4.0,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single
24,17,2,268,1,25010,12,0,3,2,2,0,1,3,9.0,4.0,1.0,3.0,3.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single
39,12,5,269,1,62200,14,2,2,20,11,10,3,3,1.0,20.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Representative,Single
32,2,3,270,5,30380,11,0,5,10,0,8,1,3,1.0,10.0,4.0,4.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single
50,4,2,271,4,44240,14,1,2,4,1,3,2,3,3.0,18.0,2.0,3.0,3.0,Yes,Travel_Frequently,Research & Development,Medical,Male,Sales Representative,Married
38,9,4,272,1,43120,12,1,2,9,1,8,2,3,0.0,10.0,2.0,4.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single
27,10,3,273,5,132450,23,1,3,9,0,7,2,4,1.0,9.0,3.0,1.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married
47,2,3,275,5,50210,17,0,3,7,1,7,3,3,2.0,20.0,4.0,1.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Single
40,3,4,276,3,51260,18,0,2,18,1,12,3,3,5.0,20.0,4.0,1.0,3.0,No,Travel_Frequently,Research & Development,Medical,Female,Human Resources,Married
53,7,1,277,2,28590,18,1,2,5,1,3,3,3,3.0,32.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
41,6,3,278,1,102390,24,3,3,21,12,6,3,4,3.0,23.0,2.0,4.0,2.0,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced
60,8,2,279,5,53290,20,0,3,2,2,2,4,4,8.0,10.0,1.0,1.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single
27,29,1,280,2,43250,14,0,2,9,1,7,2,3,1.0,9.0,4.0,1.0,2.0,No,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced
41,3,3,281,1,72600,16,0,2,22,2,10,3,3,1.0,22.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married
50,9,3,282,2,23220,25,1,0,2,2,2,4,4,7.0,4.0,4.0,2.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Research Scientist,Married
28,2,4,283,3,20750,18,3,0,7,3,7,2,3,7.0,10.0,1.0,2.0,3.0,Yes,Travel_Rarely,Sales,Life Sciences,Male,Research Scientist,Single
36,10,4,284,2,41520,19,1,3,8,0,5,3,3,9.0,10.0,1.0,1.0,3.0,No,Non-Travel,Research & Development,Technical Degree,Female,Research Scientist,Married
38,1,3,285,3,96190,13,1,2,1,0,0,3,3,4.0,10.0,3.0,3.0,4.0,No,Travel_Rarely,Research & Development,Medical,Female,Manager,Single
44,8,2,286,1,135030,12,0,6,5,1,4,2,3,2.0,9.0,1.0,3.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single
47,27,3,287,1,54410,22,1,6,22,11,13,2,4,9.0,28.0,4.0,3.0,2.0,No,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced
30,8,3,288,2,52090,14,1,3,8,7,7,3,3,7.0,10.0,3.0,4.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Divorced
29,1,2,289,1,106730,13,3,2,1,0,0,3,3,1.0,1.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Single
42,10,1,290,1,50100,21,3,3,2,2,2,3,4,6.0,7.0,3.0,3.0,3.0,Yes,Travel_Frequently,Research & Development,Life Sciences,Female,Sales Executive,Divorced
43,26,1,291,1,135490,11,2,3,2,2,2,3,3,3.0,7.0,4.0,4.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married
34,2,5,292,2,49990,12,2,2,5,4,3,4,3,3.0,10.0,2.0,3.0,3.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Single
23,13,3,293,5,42210,11,1,4,4,0,2,3,3,1.0,5.0,2.0,1.0,4.0,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married
39,2,4,294,4,138720,12,3,3,8,3,6,2,3,9.0,12.0,3.0,2.0,1.0,No,Travel_Rarely,Sales,Marketing,Female,Healthcare Representative,Married
56,2,4,295,1,20420,12,0,6,10,1,1,3,3,7.0,30.0,3.0,4.0,2.0,No,Travel_Rarely,Research & Development,Medical,Male,Manager,Married
40,9,3,296,2,20730,14,0,3,4,2,3,3,3,0.0,5.0,4.0,4.0,2.0,No,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Single
27,10,3,297,1,29560,13,0,6,7,0,7,3,3,8.0,9.0,4.0,1.0,1.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single
29,20,3,298,2,29260,15,1,3,2,2,2,2,3,1.0,2.0,4.0,2.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Manager,Divorced
53,9,3,299,3,48090,18,0,2,2,2,2,3,3,2.0,19.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single
35,5,1,300,1,51630,18,2,4,1,0,0,3,3,2.0,16.0,4.0,1.0,4.0,No,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Divorced
38,10,3,302,4,181720,12,2,5,1,0,1,3,3,6.0,6.0,4.0,3.0,1.0,No,Travel_Rarely,Sales,Medical,Male,Laboratory Technician,Married
34,20,3,303,3,57440,19,1,4,0,0,0,2,3,3.0,7.0,2.0,1.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced
52,21,5,304,3,28890,11,1,2,34,1,16,3,3,1.0,34.0,3.0,1.0,4.0,No,Travel_Rarely,Sales,Technical Degree,Male,Manager,Married
33,1,2,305,3,28710,17,3,2,10,7,8,3,3,1.0,10.0,4.0,4.0,2.0,Yes,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single
25,8,3,306,2,74840,15,0,3,6,1,4,3,3,1.0,6.0,3.0,4.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single
45,2,3,307,3,60740,14,0,2,8,3,1,3,3,0.0,9.0,2.0,3.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Healthcare Representative,Single
23,23,1,308,2,173280,17,1,2,2,0,2,1,3,1.0,2.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single
34,12,3,310,1,45050,12,0,3,6,1,4,3,3,1.0,6.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single
55,7,3,311,4,74280,12,0,2,5,1,4,3,3,5.0,24.0,4.0,1.0,3.0,Yes,Travel_Rarely,Human Resources,Human Resources,Male,Laboratory Technician,Married
36,7,2,312,5,116310,18,1,2,10,0,9,1,3,1.0,10.0,1.0,1.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Sales Executive,Single
52,1,4,313,5,97380,18,2,2,4,1,2,3,3,0.0,5.0,4.0,4.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Sales Executive,Married
29,10,2,315,3,169590,14,3,5,8,1,1,3,3,4.0,11.0,2.0,3.0,2.0,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married
26,15,2,316,2,26130,19,1,2,4,1,2,3,3,6.0,6.0,4.0,1.0,2.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single
34,14,4,317,2,61460,12,0,3,4,1,3,3,3,2.0,10.0,2.0,4.0,3.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Single
54,18,4,318,2,49630,15,1,2,5,1,4,3,3,9.0,9.0,4.0,1.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced
27,13,2,319,4,195370,12,0,5,4,1,1,3,3,0.0,5.0,3.0,4.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Married
37,2,4,320,2,61720,11,0,1,5,4,3,3,3,0.0,6.0,4.0,1.0,2.0,No,Travel_Rarely,Sales,Technical Degree,Male,Manufacturing Director,Divorced
38,2,4,321,2,23680,11,1,3,15,4,12,3,3,6.0,17.0,1.0,1.0,3.0,No,Travel_Frequently,Sales,Life Sciences,Female,Research Scientist,Single
34,2,3,322,1,103120,12,0,2,6,1,3,3,3,1.0,6.0,3.0,1.0,3.0,No,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single
35,5,4,323,3,16750,16,0,6,3,0,2,2,3,1.0,3.0,1.0,4.0,2.0,No,Travel_Rarely,Research & Development,Medical,Male,Manager,Married
30,20,3,324,1,25230,13,1,2,2,0,2,3,3,3.0,7.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married
40,10,4,325,2,65670,13,1,3,8,3,7,4,3,1.0,8.0,3.0,2.0,3.0,No,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Married
34,10,3,326,3,47390,24,2,2,3,1,2,3,4,5.0,6.0,3.0,1.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married
42,9,4,327,1,92080,15,1,2,24,14,9,4,3,1.0,24.0,2.0,4.0,2.0,No,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Divorced
23,2,3,328,4,45590,18,1,2,0,0,0,2,3,1.0,1.0,3.0,1.0,3.0,Yes,Travel_Rarely,Sales,Medical,Female,Manufacturing Director,Married
24,1,5,329,1,81890,14,1,3,1,0,0,3,3,1.0,1.0,3.0,2.0,3.0,No,Non-Travel,Sales,Marketing,Female,Manufacturing Director,Divorced
52,29,3,330,2,29420,11,1,1,5,1,4,2,3,8.0,9.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married
50,8,4,331,2,49410,11,1,3,4,0,3,1,3,5.0,30.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
29,2,4,332,4,106500,13,2,2,1,0,0,4,3,1.0,1.0,2.0,1.0,3.0,Yes,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Married
33,3,4,333,4,59020,12,1,2,13,3,7,3,3,0.0,14.0,3.0,3.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married
33,23,5,334,1,86390,16,2,3,3,0,2,2,3,5.0,6.0,1.0,1.0,3.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Human Resources,Single
47,6,4,335,2,63470,14,0,2,26,3,0,4,3,1.0,26.0,3.0,4.0,2.0,No,Travel_Rarely,Research & Development,Other,Male,Manager,Married
36,6,3,336,2,42000,22,0,3,9,0,5,3,4,0.0,10.0,3.0,2.0,3.0,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married
29,10,3,337,1,34520,11,0,3,10,0,7,2,3,1.0,10.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Married
58,24,3,338,2,43170,17,0,2,31,13,8,3,3,7.0,40.0,4.0,2.0,3.0,Yes,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single
35,10,4,339,1,26320,13,3,3,2,2,2,4,3,3.0,7.0,4.0,3.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Single
